icd_idx	icd	Case	Name	num_chromosomes	total_count	icd_category	icd_number	ukbb_field_id	TableID	FieldID	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	Autoimmune	feelings	brain_measurements	acceleration_measurements	cancer	food_intake	immune_cell_measurements	urine_biomarkers	eye_measurements	eye_condition	intelligence	body_size	lung_function	physical_ability	vital_sign
181	HC244	52	carcinoid_syndrome/tumour	22	407472	HC	244	-1																											FALSE	FALSE		FALSE							
182	HC245	18	bile_duct_disease	22	245884	HC	245	-1																											FALSE	FALSE		FALSE							
179	HC246	568	schizophrenia	22	677047	HC	246	-1																											FALSE	FALSE		FALSE							
180	HC247	308	breast_disease_(not_cancer)	22	652263	HC	247	-1																											FALSE	FALSE		FALSE							
183	HC248	278	allergy_to_house_dust_mite	22	644653	HC	248	-1																											FALSE	FALSE		FALSE							
184	HC249	132	hepatitis_c	22	564636	HC	249	-1																											FALSE	FALSE		FALSE							
42	HC250	269	acute_infective_polyneuritis/guillain-barre_syndrome	22	643324	HC	250	-1																											FALSE	FALSE		FALSE							
41	HC251	241	liver_failure/cirrhosis	22	635718	HC	251	-1																											FALSE	FALSE		FALSE							
44	HC252	265	leg_claudication/_intermittent_claudication	22	643499	HC	252	-1																											FALSE	FALSE		FALSE							
43	HC253	1199	meniere\s_disease'	22	691896	HC	253	-1																											FALSE	FALSE		FALSE							
46	HC254	1122	uterine_polyps	22	689953	HC	254	-1																											FALSE	FALSE		FALSE							
45	HC255	1091	subarachnoid_haemorrhage	22	690982	HC	255	-1																											FALSE	FALSE		FALSE							
48	HC256	476	fracture_toe	22	670551	HC	256	-1																											FALSE	FALSE		FALSE							
47	HC257	597	femoral_hernia	22	676974	HC	257	-1																											FALSE	FALSE		FALSE							
50	HC258	37	haemophilia	22	351897	HC	258	-1																											FALSE	FALSE		FALSE							
336	HC259	1593	aortic_stenosis	22	697083	HC	259	-1																											FALSE	FALSE		FALSE							
2786	HC260	798	fracture_fibula	22	779696	HC	260	-1																											FALSE	FALSE		FALSE							
2787	HC261	11643	eczema/dermatitis	22	779696	HC	261	-1																											FALSE	FALSE		FALSE							
1983	HC262	4036	diverticular_disease/diverticulitis	22	779696	HC	262	-1																											FALSE	FALSE		FALSE							
1985	HC263	1327	nasal/sinus_disorder	22	779696	HC	263	-1																											FALSE	FALSE		FALSE							
2790	HC264	193	hepatitis_a	22	779693	HC	264	-1																											FALSE	FALSE		FALSE							
1994	HC265	19	bowel_/_intestinal_infarction	22	779672	HC	265	-1																											FALSE	FALSE		FALSE							
2529	HC266	17	other_venous/lymphatic_disease	22	779665	HC	266	-1																											FALSE	FALSE		FALSE							
2793	HC267	725	tennis_elbow_/_lateral_epicondylitis	22	779696	HC	267	-1																											FALSE	FALSE		FALSE							
2779	HC268	215	varicose_ulcer	22	779686	HC	268	-1																											FALSE	FALSE		FALSE							
2780	HC269	43054	high_cholesterol	22	779696	HC	269	-1																											FALSE	FALSE		FALSE							
335	HC270	398	encephalitis	22	664121	HC	270	-1																											FALSE	FALSE		FALSE							
334	HC271	655	epicondylitis	22	679367	HC	271	-1																											FALSE	FALSE		FALSE							
333	HC272	32	stevens_johnson_syndrome	22	330942	HC	272	-1																											FALSE	FALSE		FALSE							
332	HC273	64234	essential_hypertension	22	736988	HC	273	-1																											FALSE	FALSE		FALSE							
331	HC274	3311	umbilical_hernia	22	708180	HC	274	-1																											FALSE	FALSE		FALSE							
330	HC275	573	gastritis/gastric_erosions	22	675992	HC	275	-1																											FALSE	FALSE		FALSE							
329	HC276	5863	glaucoma	22	715239	HC	276	-1																											FALSE	FALSE		FALSE							
328	HC277	357	menopausal_symptoms_/_menopause	22	659835	HC	277	-1																											FALSE	FALSE		FALSE							
327	HC278	477	cerebral_aneurysm	22	671412	HC	278	-1																											FALSE	FALSE		FALSE							
326	HC279	51	myeloproliferative_disorder	22	403741	HC	279	-1																											FALSE	FALSE		FALSE							
2814	HC280	567	peripheral_neuropathy	22	779696	HC	280	-1																											FALSE	FALSE		FALSE							
2815	HC281	12665	atrial_fibrillation	22	779696	HC	281	-1																											FALSE	FALSE		FALSE							
2812	HC282	2964	whooping_cough_/_pertussis	22	779696	HC	282	-1																											FALSE	FALSE		FALSE							
2813	HC283	2713	cystitis	22	779696	HC	283	-1																											FALSE	FALSE		FALSE							
2810	HC284	522	fracture_nose	22	779696	HC	284	-1																											FALSE	FALSE		FALSE							
2212	HC285	31606	other_joint_disorder	22	779696	HC	285	-1																											FALSE	FALSE		FALSE							
2808	HC286	174	plantar_fascitis	22	779695	HC	286	-1																											FALSE	FALSE		FALSE							
2809	HC287	588	infectious_mononucleosis_/_glandular_fever_/_epstein_barr_virus_(ebv)	22	779696	HC	287	-1																											FALSE	FALSE		FALSE							
443	HC288	120	alopecia_/_hair_loss	22	550170	HC	288	-1																							TRUE				FALSE	FALSE		FALSE							
2823	HC289	155	vitiligo	22	779686	HC	289	-1																											FALSE	FALSE		FALSE							
343	HC290	1749	fracture_upper_arm_/_humerus_/_elbow	22	698840	HC	290	-1																											FALSE	FALSE		FALSE							
342	HC291	511	polycystic_ovaries/polycystic_ovarian_syndrome	22	679099	HC	291	-1																											FALSE	FALSE		FALSE							
345	HC292	227	vasculitis	22	629678	HC	292	-1																											FALSE	FALSE		FALSE							
344	HC293	511	fracture_patella_/_knee	22	672359	HC	293	-1																											FALSE	FALSE		FALSE							
339	HC294	7081	renal/kidney_failure	22	717329	HC	294	-1																											FALSE	FALSE		FALSE							
338	HC295	8152	carpal_tunnel_syndrome	22	719016	HC	295	-1																											FALSE	FALSE		FALSE							
341	HC296	367	fracture_thumb	22	660526	HC	296	-1																											FALSE	FALSE		FALSE							
340	HC297	24	dengue_fever	22	287494	HC	297	-1																											FALSE	FALSE		FALSE							
80	HC298	4395	chronic_sinusitis	22	711713	HC	298	-1																											FALSE	FALSE		FALSE							
77	HC299	4657	heart_failure/pulmonary_odema	22	712623	HC	299	-1																											FALSE	FALSE		FALSE							
278	HC300	258	benign_/_essential_tremor	22	639958	HC	300	-1																											FALSE	FALSE		FALSE							
277	HC301	133	asbestosis	22	566217	HC	301	-1																											FALSE	FALSE		FALSE							
276	HC302	3247	retinal_detachment	22	706124	HC	302	-1																											FALSE	FALSE		FALSE							
275	HC303	2094	malabsorption/coeliac_disease	22	700676	HC	303	-1																											FALSE	FALSE		FALSE							
274	HC304	319	burns_N/A	22	653254	HC	304	-1																											FALSE	FALSE		FALSE							
273	HC305	145	mitral_stenosis	22	578282	HC	305	-1																											FALSE	FALSE		FALSE							
272	HC306	348	insomnia	22	658203	HC	306	-1																											FALSE	FALSE		FALSE							
271	HC307	1095	colitis/not_crohns_or_ulcerative_colitis	22	690385	HC	307	-1																											FALSE	FALSE		FALSE							
280	HC308	1096	hypertrophic_cardiomyopathy_(hcm_/_hocm)	22	691194	HC	308	-1																											FALSE	FALSE		FALSE							
279	HC309	150	brain_haemorrhage	22	582559	HC	309	-1																											FALSE	FALSE		FALSE							
446	HC310	41260	hiatus_hernia	22	733908	HC	310	-1																											FALSE	FALSE		FALSE							
447	HC311	2120	measles_/_morbillivirus	22	701627	HC	311	-1																											FALSE	FALSE		FALSE							
448	HC312	131	wegners_granulmatosis	22	563172	HC	312	-1																											FALSE	FALSE		FALSE							
449	HC313	240	primary_biliary_cirrhosis	22	635018	HC	313	-1																							TRUE				FALSE	FALSE		FALSE							
1410	HC314	2438	fracture_hand	22	779696	HC	314	-1																											FALSE	FALSE		FALSE							
1411	HC315	315	fracture_neck_/_cervical_fracture	22	779696	HC	315	-1																											FALSE	FALSE		FALSE							
2971	HC316	10003	dyspepsia_/_indigestion	22	779695	HC	316	-1																											FALSE	FALSE		FALSE							
1413	HC317	365	breast_fibroadenoma	22	779694	HC	317	-1																											FALSE	FALSE		FALSE							
1414	HC318	336	vocal_cord_polyp	22	779695	HC	318	-1																											FALSE	FALSE		FALSE							
1415	HC319	97	cushings_syndrome	22	779684	HC	319	-1																											FALSE	FALSE		FALSE							
2817	HC320	1640	meningitis	22	779696	HC	320	-1																											FALSE	FALSE		FALSE							
2816	HC321	555	sjogren\s_syndrome/sicca_syndrome'	22	779696	HC	321	-1																							TRUE				FALSE	FALSE		FALSE							
2819	HC322	1652	crohns_disease	22	779696	HC	322	-1																							TRUE				FALSE	FALSE		FALSE							
2818	HC323	4399	head_injury	22	779696	HC	323	-1																											FALSE	FALSE		FALSE							
2821	HC324	195	obsessive_compulsive_disorder_(ocd)	22	779695	HC	324	-1																											FALSE	FALSE		FALSE							
2820	HC325	112	chronic/degenerative_neurological_problem	22	779682	HC	325	-1																											FALSE	FALSE		FALSE							
444	HC326	12138	heart_attack/myocardial_infarction	22	722804	HC	326	-1																											FALSE	FALSE		FALSE							
2822	HC327	461	fracture_metatarsal	22	779696	HC	327	-1																											FALSE	FALSE		FALSE							
415	HC328	6278	gout	22	715909	HC	328	-1																											FALSE	FALSE		FALSE							
414	HC329	132	benign_neuroma	22	564928	HC	329	-1																											FALSE	FALSE		FALSE							
124	HC330	202	myasthenia_gravis	22	618362	HC	330	-1																							TRUE				FALSE	FALSE		FALSE							
125	HC331	2608	tonsiltis	22	704280	HC	331	-1																											FALSE	FALSE		FALSE							
122	HC332	309	post-traumatic_stress_disorder	21	716519	HC	332	-1																											FALSE	FALSE		FALSE							
123	HC333	98	lung_abscess	22	516952	HC	333	-1																											FALSE	FALSE		FALSE							
128	HC334	1587	fracture_sternum	22	697009	HC	334	-1																											FALSE	FALSE		FALSE							
129	HC335	4	pancytopenia	22	763928	HC	335	-1																											FALSE	FALSE		FALSE							
126	HC336	42	iga_nephropathy	22	371452	HC	336	-1																							TRUE				FALSE	FALSE		FALSE							
127	HC337	307	type_1_diabetes	22	651549	HC	337	-1																							TRUE				FALSE	FALSE		FALSE							
120	HC338	360	giant_cell/temporal_arteritis	22	659291	HC	338	-1																											FALSE	FALSE		FALSE							
121	HC339	5881	fracture_lower_leg_/_ankle	22	715360	HC	339	-1																											FALSE	FALSE		FALSE							
188	HC340	1112	menorrhagia_(unknown_cause)	22	694037	HC	340	-1																											FALSE	FALSE		FALSE							
187	HC341	159	fracture_face_/_orbit_/_eye_socket	22	590381	HC	341	-1																											FALSE	FALSE		FALSE							
186	HC342	594	prostate_problem_(not_cancer)	22	680141	HC	342	-1																											FALSE	FALSE		FALSE							
185	HC343	47	glomerulnephritis	22	389813	HC	343	-1																											FALSE	FALSE		FALSE							
192	HC344	346	post-natal_depression	22	658588	HC	344	-1																											FALSE	FALSE		FALSE							
191	HC345	92	neurological_injury/trauma	22	506203	HC	345	-1																											FALSE	FALSE		FALSE							
190	HC346	1166	fibromyalgia	22	691989	HC	346	-1																											FALSE	FALSE		FALSE							
189	HC347	525	blistering/desquamating_skin_disorder	22	673577	HC	347	-1																											FALSE	FALSE		FALSE							
194	HC348	338	bell\s_palsy/facial_nerve_palsy'	22	656587	HC	348	-1																											FALSE	FALSE		FALSE							
193	HC349	42	bowen\s_disease'	22	371459	HC	349	-1																											FALSE	FALSE		FALSE							
350	HC350	85	hyperprolactinaemia	22	492914	HC	350	-1																											FALSE	FALSE		FALSE							
351	HC351	519	blepharitis_/_eyelid_infection	22	672893	HC	351	-1																											FALSE	FALSE		FALSE							
352	HC352	474	systemic_lupus_erythematosis/sle	22	671074	HC	352	-1																							TRUE				FALSE	FALSE		FALSE							
353	HC353	1406	other_neurological_problem	22	695151	HC	353	-1																											FALSE	FALSE		FALSE							
346	HC354	50	kidney_nephropathy	22	400684	HC	354	-1																											FALSE	FALSE		FALSE							
347	HC355	965	rectal_prolapse	22	687686	HC	355	-1																											FALSE	FALSE		FALSE							
348	HC356	307	retinal_artery/vein_occlusion	22	650751	HC	356	-1																											FALSE	FALSE		FALSE							
349	HC357	3621	duodenal_ulcer	22	709239	HC	357	-1																											FALSE	FALSE		FALSE							
67	HC358	196	optic_neuritis	22	615063	HC	358	-1																											FALSE	FALSE		FALSE							
68	HC359	203	adrenocortical_insufficiency/addison\s_disease'	22	618682	HC	359	-1																											FALSE	FALSE		FALSE							
438	HC360	81	grave\s_disease'	22	483990	HC	360	-1																											FALSE	FALSE		FALSE							
437	HC361	902	anorexia/bulimia/other_eating_disorder	22	686703	HC	361	-1																											FALSE	FALSE		FALSE							
440	HC362	8173	respiratory_infection	22	718823	HC	362	-1																											FALSE	FALSE		FALSE							
439	HC363	591	fracture_clavicle_/_collar_bone	22	676979	HC	363	-1																											FALSE	FALSE		FALSE							
434	HC364	4082	sleep_apnoea	22	710914	HC	364	-1																											FALSE	FALSE		FALSE							
433	HC365	27	schistosomiasis/bilharzia	22	304303	HC	365	-1																											FALSE	FALSE		FALSE							
436	HC366	2491	allergy/hypersensitivity/anaphylaxis	22	703990	HC	366	-1																							TRUE				FALSE	FALSE		FALSE							
435	HC367	37	other_substance_abuse/dependency	22	352354	HC	367	-1																											FALSE	FALSE		FALSE							
442	HC368	85	diabetes_insipidus	22	492755	HC	368	-1																											FALSE	FALSE		FALSE							
441	HC369	182	gestational_diabetes	22	606931	HC	369	-1																											FALSE	FALSE		FALSE							
63	HC370	585	other_respiratory_problems	22	676221	HC	370	-1																											FALSE	FALSE		FALSE							
64	HC371	4987	bronchitis	22	713341	HC	371	-1																											FALSE	FALSE		FALSE							
61	HC372	52	uterine_problem	22	450395	HC	372	-1																											FALSE	FALSE		FALSE							
62	HC373	853	fracture_rib	22	686059	HC	373	-1																											FALSE	FALSE		FALSE							
59	HC374	2812	kidney_stone/ureter_stone/bladder_stone	22	705824	HC	374	-1																											FALSE	FALSE		FALSE							
60	HC375	477	alcohol_dependency	22	672393	HC	375	-1																											FALSE	FALSE		FALSE							
57	HC376	29946	osteoarthritis	22	730914	HC	376	-1																											FALSE	FALSE		FALSE							
58	HC377	83	oesophageal_stricture	22	488663	HC	377	-1																											FALSE	FALSE		FALSE							
65	HC378	11	diabetic_nephropathy	22	139978	HC	378	-1																											FALSE	FALSE		FALSE							
66	HC379	709	infective/viral_hepatitis	22	680816	HC	379	-1																											FALSE	FALSE		FALSE							
431	HC380	1485	fracture_ulna	22	694660	HC	380	-1																											FALSE	FALSE		FALSE							
430	HC381	63	venous_thromboembolic_disease	22	440015	HC	381	-1																											FALSE	FALSE		FALSE							
429	HC382	43626	asthma	22	734697	HC	382	-1																							TRUE				FALSE	FALSE		FALSE							
205	HC383	720	bph_/_benign_prostatic_hypertrophy	22	684991	HC	383	-1																											FALSE	FALSE		FALSE							
427	HC384	423	throat_or_larynx_disorder	22	666043	HC	384	-1																											FALSE	FALSE		FALSE							
426	HC385	3517	peripheral_vascular_disease	22	708998	HC	385	-1																											FALSE	FALSE		FALSE							
425	HC386	1564	helicobacter_pylori	22	696739	HC	386	-1																											FALSE	FALSE		FALSE							
424	HC387	66	polymyositis	22	448925	HC	387	-1																											FALSE	FALSE		FALSE							
423	HC388	108	diabetic_neuropathy/ulcers	22	533210	HC	388	-1																											FALSE	FALSE		FALSE							
2901	HC389	1125	urticaria	22	779696	HC	389	-1																											FALSE	FALSE		FALSE							
49	HC390	447	trigemminal_neuralgia	22	668375	HC	390	-1																											FALSE	FALSE		FALSE							
337	HC391	228	pyloric_stenosis	22	630292	HC	391	-1																											FALSE	FALSE		FALSE							
51	HC392	2106	pancreatitis	22	701618	HC	392	-1																											FALSE	FALSE		FALSE							
52	HC393	66	allergy_to_nickel	22	448851	HC	393	-1																											FALSE	FALSE		FALSE							
53	HC394	119	mitral_regurgitation_/_incompetence	22	549031	HC	394	-1																											FALSE	FALSE		FALSE							
54	HC395	2066	bladder_problem_(not_cancer)	22	701056	HC	395	-1																											FALSE	FALSE		FALSE							
55	HC396	2429	fracture_shoulder_/_scapula	22	703758	HC	396	-1																											FALSE	FALSE		FALSE							
56	HC397	555	scarlet_fever_/_scarlatina	22	674329	HC	397	-1																											FALSE	FALSE		FALSE							
324	HC398	1096	fracture_wrist_/_colles_fracture	22	689297	HC	398	-1																											FALSE	FALSE		FALSE							
325	HC399	71	incisional_hernia	22	461526	HC	399	-1																											FALSE	FALSE		FALSE							
308	HC400	2828	transient_ischaemic_attack_(tia)	22	705953	HC	400	-1																											FALSE	FALSE		FALSE							
309	HC401	10153	varicose_veins	22	721108	HC	401	-1																											FALSE	FALSE		FALSE							
310	HC402	3114	spinal_stenosis	22	707326	HC	402	-1																											FALSE	FALSE		FALSE							
311	HC403	4	varicella_zoster_virus	22	449	HC	403	-1																											FALSE	FALSE		FALSE							
312	HC404	11509	urinary_tract_infection/kidney_infection	22	722284	HC	404	-1																											FALSE	FALSE		FALSE							
313	HC405	2041	vaginal_prolapse/uterine_prolapse	22	703822	HC	405	-1																											FALSE	FALSE		FALSE							
314	HC406	2335	fracture_neck_of_femur_/_hip	22	703055	HC	406	-1																											FALSE	FALSE		FALSE							
315	HC407	39	pancreatic_disease	22	360462	HC	407	-1																											FALSE	FALSE		FALSE							
306	HC408	343	polio_/_poliomyelitis	22	657229	HC	408	-1																											FALSE	FALSE		FALSE							
307	HC409	56	male_infertility	22	419709	HC	409	-1																											FALSE	FALSE		FALSE							
174	HC410	268	cervical_intra-epithelial_neoplasia_(cin)_/_precancerous_cells_cervix	22	656206	HC	410	-1																											FALSE	FALSE		FALSE							
173	HC411	64	thalassaemia	22	443141	HC	411	-1																											FALSE	FALSE		FALSE							
172	HC412	295	tendonitis_/_tendinitis_/_tenosynovitis	22	649018	HC	412	-1																											FALSE	FALSE		FALSE							
171	HC413	291	hereditary/genetic_haematological_disorder	22	648269	HC	413	-1																											FALSE	FALSE		FALSE							
170	HC414	1309	cardiomyopathy	22	694289	HC	414	-1																											FALSE	FALSE		FALSE							
169	HC415	1210	aortic_aneurysm	22	693586	HC	415	-1																											FALSE	FALSE		FALSE							
168	HC416	31	retinitis_pigmentosa	22	325462	HC	416	-1																											FALSE	FALSE		FALSE							
167	HC417	420	sclerosing_cholangitis	22	666478	HC	417	-1																							TRUE				FALSE	FALSE		FALSE							
166	HC418	4317	cervical_spondylosis	22	711379	HC	418	-1																											FALSE	FALSE		FALSE							
165	HC419	368	otosclerosis	22	660566	HC	419	-1																											FALSE	FALSE		FALSE							
20	HC420	320	psychological/psychiatric_problem	22	652979	HC	420	-1																											FALSE	FALSE		FALSE							
229	HC421	478	other_abdominal_problem	22	670855	HC	421	-1																											FALSE	FALSE		FALSE							
31	HC422	1184	ankylosing_spondylitis	22	692447	HC	422	-1																							TRUE				FALSE	FALSE		FALSE							
219	HC423	1819	respiratory_failure	22	700050	HC	423	-1																											FALSE	FALSE		FALSE							
233	HC424	2012	fracture_skull_/_head	22	700825	HC	424	-1																											FALSE	FALSE		FALSE							
38	HC425	28	adrenal_tumour	22	309647	HC	425	-1																											FALSE	FALSE		FALSE							
230	HC426	null	null	22	756844	HC	426	-1																											FALSE	FALSE		FALSE							
36	HC427	2831	ovarian_cyst_or_cysts	22	709149	HC	427	-1																											FALSE	FALSE		FALSE							
39	HC428	280	low_platelets/platelet_disorder	22	645797	HC	428	-1																											FALSE	FALSE		FALSE							
241	HC429	241	hiv/aids	22	634849	HC	429	-1																											FALSE	FALSE		FALSE							
405	HC430	5587	rheumatoid_arthritis	22	714711	HC	430	-1																							TRUE				FALSE	FALSE		FALSE							
404	HC431	1581	emphysema	22	698418	HC	431	-1																											FALSE	FALSE		FALSE							
407	HC432	487	mitral_valve_prolapse	22	670474	HC	432	-1																											FALSE	FALSE		FALSE							
406	HC433	516	lymphoedema	22	672317	HC	433	-1																											FALSE	FALSE		FALSE							
409	HC434	283	macular_degeneration	22	646599	HC	434	-1																											FALSE	FALSE		FALSE							
408	HC435	3088	ear/vestibular_disorder	22	706921	HC	435	-1																											FALSE	FALSE		FALSE							
411	HC436	292	acne/acne_vulgaris	22	648494	HC	436	-1																											FALSE	FALSE		FALSE							
410	HC437	4210	epilepsy	22	711356	HC	437	-1																											FALSE	FALSE		FALSE							
413	HC438	1138	hepatitis	22	691403	HC	438	-1																											FALSE	FALSE		FALSE							
412	HC439	8	hepatitis_e	22	6358	HC	439	-1																											FALSE	FALSE		FALSE							
244	HC440	12186	atrial_flutter	22	722796	HC	440	-1																											FALSE	FALSE		FALSE							
245	HC441	327	hypopituitarism	22	655194	HC	441	-1																											FALSE	FALSE		FALSE							
246	HC442	7287	chronic_obstructive_airways_disease/copd	22	717536	HC	442	-1																											FALSE	FALSE		FALSE							
247	HC443	2974	headaches_(not_migraine)	22	706373	HC	443	-1																											FALSE	FALSE		FALSE							
242	HC444	174	fracture_jaw	22	601581	HC	444	-1																											FALSE	FALSE		FALSE							
243	HC445	456	oesophageal_varicies	22	670031	HC	445	-1																											FALSE	FALSE		FALSE							
470	INI46	335881	Hand_grip_strength_(left)	22	739205	INI	46	46	10137	46	100000	UK Biobank Assessment Centre	100006	Physical measures	100019	Hand grip strength	Hand grip strength (left)	499300	536520	Complete	Integer	Kg	Data	Primary	Unisex	3	1		Left grip strength	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=46					FALSE	FALSE		FALSE						TRUE	
1490	INI47	335903	Hand_grip_strength_(right)	22	739270	INI	47	47	10137	47	100000	UK Biobank Assessment Centre	100006	Physical measures	100019	Hand grip strength	Hand grip strength (right)	499368	536599	Complete	Integer	Kg	Data	Primary	Unisex	3	1		Right grip strength	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=47					FALSE	FALSE		FALSE						TRUE	
1503	INI48	336659	Waist_circumference	22	740486	INI	48	48	9797	48	100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	Waist circumference	500500	537924	Complete	Continuous	cm	Data	Primary	Unisex	3	1		Waist circumference	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=48					FALSE	FALSE		FALSE				TRUE			
506	INI49	336620	Hip_circumference	22	740524	INI	49	49	9797	49	100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	Hip circumference	500438	537862	Complete	Continuous	cm	Data	Primary	Unisex	3	1		Hip circumference	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=49					FALSE	FALSE		FALSE				TRUE			
1211	INI50	336500	Standing_height	22	740999	INI	50	50	9797	50	100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	Standing height	500130	537536	Complete	Continuous	cm	Data	Primary	Unisex	3	1		Standing height was measured using a Seca 202 device	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=50					FALSE	FALSE		FALSE				TRUE			
3904	INI84	29993	Cancer_year/age_first_occurred	22	726419	INI	84	84	9797	84	100000	UK Biobank Assessment Centre	100071	Verbal interview	100074	Medical conditions	Cancer year/age first occurred	43580	49366	Complete	Integer		Data	Primary	Unisex	3	6	37	For each cancer entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=84					FALSE	FALSE		FALSE							
2805	INI87	256433	Non-cancer_illness_year/age_first_occurred	22	741058	INI	87	87	9797	87	100000	UK Biobank Assessment Centre	100071	Verbal interview	100074	Medical conditions	Non-cancer illness year/age first occurred	380587	1029106	Complete	Integer		Data	Primary	Unisex	3	29	37	For each disease entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=87					FALSE	FALSE		FALSE							
690	INI93	30077	Systolic_blood_pressure,_manual_reading	22	725575	INI	93	93	9797	93	100000	UK Biobank Assessment Centre	100006	Physical measures	100011	Blood pressure	Systolic blood pressure, manual reading	46738	77890	Complete	Integer	mmHg	Data	Primary	Unisex	3	2		Blood pressure, manual reading, systolic. Two measures of blood pressure were taken a few moments apart. A manual sphygmometer was used if the standard automated device could not be employed.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=93					FALSE	FALSE		FALSE							TRUE
461	INI94	30077	Diastolic_blood_pressure,_manual_reading	22	725575	INI	94	94	9797	94	100000	UK Biobank Assessment Centre	100006	Physical measures	100011	Blood pressure	Diastolic blood pressure, manual reading	46738	77890	Complete	Integer	mmHg	Data	Primary	Unisex	3	2		Blood pressure, manual reading, diastolic. Two measures of blood pressure were taken a few moments apart. A manual sphygmometer was used if the standard automated device could not be employed.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=94					FALSE	FALSE		FALSE							TRUE
1493	INI95	30077	Pulse_rate_(during_blood-pressure_measurement)	22	725575	INI	95	95	9797	95	100000	UK Biobank Assessment Centre	100006	Physical measures	100011	Blood pressure	Pulse rate (during blood-pressure measurement)	46738	77890	Complete	Integer		Data	Primary	Unisex	3	2		Pulse measured during automated blood-pressure reading	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=95					FALSE	FALSE		FALSE							TRUE
517	INI102	318344	Pulse_rate,_automated_reading	22	741430	INI	102	102	9797	102	100000	UK Biobank Assessment Centre	100006	Physical measures	100011	Blood pressure	Pulse rate, automated reading	473465	999009	Complete	Integer	bpm	Data	Primary	Unisex	3	2		This is the pulse rate measured during the automated blood pressure readings.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102					FALSE	FALSE		FALSE							TRUE
2485	INI134	337163	Number_of_self-reported_cancers	22	740783	INI	134	134	9797	134	100000	UK Biobank Assessment Centre	100071	Verbal interview	100074	Medical conditions	Number of self-reported cancers	501765	539205	Complete	Integer		Data	Primary	Unisex	3	1		Number of cancers entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=134					TRUE	FALSE		FALSE							
2486	INI135	337163	Number_of_self-reported_non-cancer_illnesses	22	740783	INI	135	135	9797	135	100000	UK Biobank Assessment Centre	100071	Verbal interview	100074	Medical conditions	Number of self-reported non-cancer illnesses	501765	539205	Complete	Integer		Data	Primary	Unisex	3	1		Number of non-cancer illnesses entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=135					FALSE	FALSE		FALSE							
2487	INI137	337163	Number_of_treatments/medications_taken	22	740783	INI	137	137	9797	137	100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	Number of treatments/medications taken	501765	539205	Complete	Integer		Data	Primary	Unisex	3	1		Number of treatments (medications) entered	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=137					FALSE	FALSE		FALSE							
509	INI1050	337201	Time_spend_outdoors_in_summer	22	740319	INI	1050	1050	9797	1050	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Time spend outdoors in summer	498623	535382	Complete	Integer	hours/day	Data	Primary	Unisex	3	1	100329	ACE touchscreen question "In a typical DAY in summer, how many hours do you spend outdoors?" The following checks were performed:  If answer   If answer > 24 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend outdoors in summer varies a lot, give the average time per day. For example if you spend 1 hour a day on each weekday and 4 hours a day on the weekend, the total hours in a week is 13 (5 + 8), so you spend approximately 2 hours a day.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1050					FALSE	FALSE		FALSE							
