code	regtype	category	numcases	phenotype
INI1003004	linear	INI	93112.0	Average_acceleration_12:00_12:59
INI1003005	linear	INI	93112.0	Average_acceleration_13:00_13:59
INI1003006	linear	INI	93112.0	Average_acceleration_14:00_14:59
INI1003007	linear	INI	93112.0	Average_acceleration_15:00_15:59
INI1003008	linear	INI	93112.0	Average_acceleration_16:00_16:59
INI1003009	linear	INI	93112.0	Average_acceleration_17:00_17:59
INI1003010	linear	INI	93112.0	Average_acceleration_18:00_18:59
INI1003011	linear	INI	93112.0	Average_acceleration_19:00_19:59
INI1003012	linear	INI	93112.0	Average_acceleration_02:00_02:59
INI1003013	linear	INI	93112.0	Average_acceleration_20:00_20:59
INI1003014	linear	INI	93112.0	Fraction_acceleration_<=_2000_milli_gravities
INI1003015	linear	INI	93112.0	Average_acceleration_21:00_21:59
INI1003016	linear	INI	93112.0	Average_acceleration_22:00_22:59
INI1003017	linear	INI	93112.0	Average_acceleration_23:00_23:59
INI1003018	linear	INI	93112.0	Average_acceleration_03:00_03:59
INI1003019	linear	INI	93112.0	Average_acceleration_04:00_04:59
INI1003020	linear	INI	93112.0	Average_acceleration_05:00_05:59
INI1003021	linear	INI	93112.0	Average_acceleration_06:00_06:59
INI1003022	linear	INI	93112.0	Average_acceleration_07:00_07:59
INI1003023	linear	INI	93112.0	Average_acceleration_08:00_08:59
INI1003024	linear	INI	93112.0	Average_acceleration_09:00_09:59
INI1003025	linear	INI	93112.0	Fraction_acceleration_<=_9_milli_gravities
INI1003026	linear	INI	93112.0	Overall_acceleration_average
INI1003027	linear	INI	93112.0	Standard_deviation_acceleration_average
INI1003028	linear	INI	86025.0	Number_transition_states_10mg
INI1003029	linear	INI	86025.0	Number_transition_states_25mg
INI1003030	linear	INI	362939.0	Duration_moderate_activity
INI1003031	linear	INI	420988.0	Duration_walks
INI1003032	linear	INI	44817.0	Duration_strenuous_sports
INI1003033	linear	INI	256609.0	Duration_vigorous_activity
INI1003034	linear	INI	311993.0	Duration_walking_for_pleasure
INI1003035	linear	INI	85874.0	Discrete_wavelet_transform_signal_magnitude_vector
INI1003036	linear	INI	44817.0	Frequency_strenuous_sports_last_4_weeks
INI1003037	linear	INI	311993.0	Frequency_of_walking_for_pleasure_in_last_4_weeks
INI1003038	linear	INI	438063.0	Number_days_walked_more_than_10_minutes
INI1003039	linear	INI	438063.0	Number_days_moderate_physical_activity
INI1003040	linear	INI	438063.0	Number_days_vigorous_physical_activity
INI1003041	linear	INI	437662.0	Time_spent_outdoors_summer
INI1003042	linear	INI	437662.0	Time_spent_outdoors_winter
INI1003043	linear	INI	436473.0	Usual_walking_pace
INI102	linear	INI	318344.0	Pulse_rate,_automated_reading
INI1050	linear	INI	337201.0	Time_spend_outdoors_in_summer
INI1060	linear	INI	337201.0	Time_spent_outdoors_in_winter
INI10694	linear	INI	291.0	Forced_vital_capacity_(FVC)_(pilot)
INI10695	linear	INI	291.0	Forced_expiratory_volume_in_1-second_(FEV1)_(pilot)
INI10696	linear	INI	291.0	Peak_expiratory_flow_(PEF)_(pilot)
INI1160	linear	INI	337201.0	Sleep_duration
INI12144	linear	INI	9353.0	Height
INI12336	linear	INI	9839.0	Ventricular_rate
INI12338	linear	INI	9814.0	P_duration
INI12340	linear	INI	9837.0	QRS_duration
INI1289	linear	INI	337201.0	Cooked_vegetable_intake
INI1299	linear	INI	337201.0	Salad_/_raw_vegetable_intake
INI1309	linear	INI	337201.0	Fresh_fruit_intake
INI1319	linear	INI	337201.0	Dried_fruit_intake
INI134	linear	INI	337163.0	Number_of_self-reported_cancers
INI135	linear	INI	337163.0	Number_of_self-reported_non-cancer_illnesses
INI137	linear	INI	337163.0	Number_of_treatments/medications_taken
INI1438	linear	INI	337201.0	Bread_intake
INI1458	linear	INI	337201.0	Cereal_intake
INI1488	linear	INI	337201.0	Tea_intake
INI1498	linear	INI	337201.0	Coffee_intake
INI1528	linear	INI	337201.0	Water_intake
INI1568	linear	INI	243166.0	Average_weekly_red_wine_intake
INI1578	linear	INI	243166.0	Average_weekly_champagne_plus_white_wine_intake
INI1588	linear	INI	243166.0	Average_weekly_beer_plus_cider_intake
INI1598	linear	INI	243166.0	Average_weekly_spirits_intake
INI1608	linear	INI	243166.0	Average_weekly_fortified_wine_intake
INI1737	linear	INI	337201.0	Childhood_sunburn_occasions
INI1807	linear	INI	257090.0	Father's_age_at_death
INI1845	linear	INI	131654.0	Mother's_age
INI1873	linear	INI	332646.0	Number_of_full_brothers
INI1883	linear	INI	332646.0	Number_of_full_sisters
INI20015	linear	INI	336513.0	Sitting_height
INI20016	linear	INI	123079.0	Fluid_intelligence_score
INI20019	linear	INI	115066.0	Speech-reception-threshold_(SRT)_estimate_(left)
INI20021	linear	INI	115218.0	Speech-reception-threshold_(SRT)_estimate_(right)
INI20121	linear	INI	9825.0	Cascot_confidence_score
INI20127	linear	INI	274108.0	Neuroticism_score
INI20150	linear	INI	255494.0	Forced_expiratory_volume_in_1-second_(FEV1),_Best_measure
INI20151	linear	INI	255494.0	Forced_vital_capacity_(FVC),_Best_measure
INI20153	linear	INI	110424.0	Forced_expiratory_volume_in_1-second_(FEV1),_predicted
INI20154	linear	INI	110424.0	Forced_expiratory_volume_in_1-second_(FEV1),_predicted_percentage
INI20191	linear	INI	86738.0	Fluid_intelligence_score
INI21001	linear	INI	336144.0	Body_mass_index_(BMI)
INI21002	linear	INI	336260.0	Weight
INI21021	linear	INI	125775.0	Pulse_wave_Arterial_Stiffness_index
INI2139	linear	INI	310228.0	Age_first_had_sexual_intercourse
INI2149	linear	INI	307333.0	Lifetime_number_of_sexual_partners
INI22146	linear	INI	19390.0	Age_hayfever_or_allergic_rhinitis_diagnosed_by_doctor
INI22147	linear	INI	10842.0	Age_asthma_diagnosed_by_doctor
INI22148	linear	INI	260.0	Age_emphysema_diagnosed_by_doctor
INI22149	linear	INI	961.0	Age_chronic_bronchitis_diagnosed_by_doctor
INI22150	linear	INI	1265.0	Age_COPD_(Chronic_Obstructive_Pulmonary_Disease)_diagnosed_by_doctor
INI22152	linear	INI	36.0	Age_alpha-1_antitrypsin_deficiency_diagnosed_by_doctor
INI22153	linear	INI	361.0	Age_sarcoidosis_diagnosed_by_doctor
INI22154	linear	INI	758.0	Age_bronchiectasis_diagnosed_by_doctor
INI22155	linear	INI	87.0	Age_idiopathic_pulmonary_fibrosis_diagnosed_by_doctor
INI22156	linear	INI	38.0	Age_fibrosing_alveolitis/unspecified_alveolitis_diagnosed_by_doctor
INI22157	linear	INI	440.0	Age_tuberculosis_diagnosed_by_doctor
INI22159	linear	INI	61.0	Age_asbestosis_diagnosed_by_doctor
INI22160	linear	INI	101.0	Age_lung_cancer_(not_mesothelioma)_diagnosed_by_doctor
INI2217	linear	INI	302436.0	Age_started_wearing_glasses_or_contact_lenses
INI22403	linear	INI	675.0	Anterior_thigh_lean_muscle_volume_(right)
INI22404	linear	INI	675.0	Posterior_thigh_lean_muscle_volume_(right)
INI22405	linear	INI	669.0	Anterior_thigh_lean_muscle_volume_(left)
INI22406	linear	INI	669.0	Posterior_thigh_lean_muscle_volume_(left)
INI22407	linear	INI	703.0	Visceral_adipose_tissue_volume_(VAT)
INI22408	linear	INI	703.0	Abdominal_subcutaneous_adipose_tissue_volume_(ASAT)
INI22409	linear	INI	666.0	Total_thigh_muscle_volume
INI22410	linear	INI	703.0	Total_trunk_fat
INI22420	linear	INI	3374.0	LV_ejection_fraction
INI22421	linear	INI	3374.0	LV_end_diastolic_volume
INI22422	linear	INI	3374.0	LV_end_systolic_volume
INI22423	linear	INI	3374.0	LV_stroke_volume
INI22424	linear	INI	3374.0	Cardiac_output
INI22425	linear	INI	3374.0	Cardiac_index
INI22426	linear	INI	3374.0	Average_heart_rate
INI22427	linear	INI	3374.0	Body_surface_area
INI22503	linear	INI	11689.0	Years_of_cough_on_most_days
INI22505	linear	INI	7175.0	Years_of_bringing_up_phlegm/sputum/mucus_on_most_days
INI22670	linear	INI	1809.0	Minimum_carotid_IMT_(intima-medial_thickness)_at_120_degrees
INI22671	linear	INI	1809.0	Mean_carotid_IMT_(intima-medial_thickness)_at_120_degrees
INI22672	linear	INI	1809.0	Maximum_carotid_IMT_(intima-medial_thickness)_at_120_degrees
INI22673	linear	INI	1826.0	Minimum_carotid_IMT_(intima-medial_thickness)_at_150_degrees
INI22674	linear	INI	1826.0	Mean_carotid_IMT_(intima-medial_thickness)_at_150_degrees
INI22675	linear	INI	1826.0	Maximum_carotid_IMT_(intima-medial_thickness)_at_150_degrees
INI22676	linear	INI	1816.0	Minimum_carotid_IMT_(intima-medial_thickness)_at_210_degrees
INI22677	linear	INI	1816.0	Mean_carotid_IMT_(intima-medial_thickness)_at_210_degrees
INI22678	linear	INI	1816.0	Maximum_carotid_IMT_(intima-medial_thickness)_at_210_degrees
INI22679	linear	INI	1790.0	Minimum_carotid_IMT_(intima-medial_thickness)_at_240_degrees
INI22680	linear	INI	1790.0	Mean_carotid_IMT_(intima-medial_thickness)_at_240_degrees
INI22681	linear	INI	1790.0	Maximum_carotid_IMT_(intima-medial_thickness)_at_240_degrees
INI2316	linear	INI	337198.0	Wheeze_or_whistling_in_the_chest_in_last_year
INI23200	linear	INI	3678.0	L1-L4_area
INI23201	linear	INI	3678.0	L1-L4_average_height
INI23202	linear	INI	3678.0	L1-L4_average_width
INI23206	linear	INI	1681.0	Femur_lower_neck_BMD_(bone_mineral_density)_(right)
INI23208	linear	INI	3704.0	Femur_neck_BMD_(bone_mineral_density)_(right)
INI23209	linear	INI	3682.0	Femur_neck_BMD_(bone_mineral_density)_T-score_(right)
INI23210	linear	INI	3694.0	Femur_shaft_BMD_(bone_mineral_density)_(right)
INI23212	linear	INI	3694.0	Femur_total_BMD_(bone_mineral_density)_(right)
INI23213	linear	INI	3672.0	Femur_total_BMD_(bone_mineral_density)_T-score_(right)
INI23214	linear	INI	3704.0	Femur_troch_BMD_(bone_mineral_density)_(right)
INI23215	linear	INI	3682.0	Femur_troch_BMD_(bone_mineral_density)_T-score_(right)
INI23216	linear	INI	1681.0	Femur_upper_neck_BMD_(bone_mineral_density)_(right)
INI23220	linear	INI	3100.0	Arm_BMC_(bone_mineral_content)_(left)
INI23221	linear	INI	3100.0	Arm_BMD_(bone_mineral_density)_(left)
INI23222	linear	INI	3100.0	Arm_BMC_(bone_mineral_content)_(right)
INI23223	linear	INI	3100.0	Arm_BMD_(bone_mineral_density)_(right)
INI23224	linear	INI	3694.0	Arms_BMC_(bone_mineral_content)
INI23225	linear	INI	3694.0	Arms_BMD_(bone_mineral_density)
INI23244	linear	INI	3694.0	Android_bone_mass
INI23245	linear	INI	3694.0	Android_fat_mass
INI23246	linear	INI	3694.0	Android_lean_mass
INI23247	linear	INI	3694.0	Android_tissue_fat_percentage
INI23248	linear	INI	3694.0	Android_total_mass
INI23249	linear	INI	3100.0	Arm_fat_mass_(left)
INI23250	linear	INI	3100.0	Arm_lean_mass_(left)
INI23251	linear	INI	3100.0	Arm_tissue_fat_percentage_(left)
INI23252	linear	INI	3100.0	Arm_total_mass_(left)
INI23253	linear	INI	3100.0	Arm_fat_mass_(right)
INI23254	linear	INI	3100.0	Arm_lean_mass_(right)
INI23255	linear	INI	3100.0	Arm_tissue_fat_percentage_(right)
INI23256	linear	INI	3100.0	Arm_total_mass_(right)
INI23257	linear	INI	3694.0	Arms_fat_mass
INI23258	linear	INI	3694.0	Arms_lean_mass
INI23259	linear	INI	3694.0	Arms_tissue_fat_percentage
INI23260	linear	INI	3694.0	Arms_total_mass
INI23261	linear	INI	3694.0	Gynoid_bone_mass
INI23262	linear	INI	3694.0	Gynoid_fat_mass
INI23263	linear	INI	3694.0	Gynoid_lean_mass
INI23264	linear	INI	3694.0	Gynoid_tissue_fat_percentage
INI23265	linear	INI	3694.0	Gynoid_total_mass
INI23266	linear	INI	3100.0	Leg_fat_mass_(left)
INI23267	linear	INI	3100.0	Leg_lean_mass_(left)
INI23268	linear	INI	3100.0	Leg_tissue_fat_percentage_(left)
INI23269	linear	INI	3100.0	Leg_total_mass_(left)
INI23270	linear	INI	3100.0	Leg_fat_mass_(right)
INI23271	linear	INI	3100.0	Leg_lean_mass_(right)
INI23272	linear	INI	3100.0	Leg_tissue_fat_percentage_(right)
INI23273	linear	INI	3100.0	Leg_total_mass_(right)
INI23274	linear	INI	3694.0	Legs_fat_mass
INI23275	linear	INI	3694.0	Legs_lean_mass
INI23276	linear	INI	3694.0	Legs_tissue_fat_percentage
INI23277	linear	INI	3694.0	Legs_total_mass
INI23278	linear	INI	3694.0	Total_fat_mass
INI23279	linear	INI	3694.0	Total_fat-free_mass
INI23280	linear	INI	3694.0	Total_lean_mass
INI23281	linear	INI	3694.0	Total_tissue_fat_percentage
INI23282	linear	INI	3694.0	Total_tissue_mass
INI23283	linear	INI	3694.0	Total_mass
INI23284	linear	INI	3694.0	Trunk_fat_mass
INI23285	linear	INI	3694.0	Trunk_lean_mass
INI23286	linear	INI	3694.0	Trunk_tissue_fat_percentage
INI23287	linear	INI	3694.0	Trunk_total_mass
INI23288	linear	INI	3652.0	VAT_(visceral_adipose_tissue)_mass
INI23289	linear	INI	3652.0	VAT_(visceral_adipose_tissue)_volume
INI23290	linear	INI	3693.0	Femur_shaft_BMD_(bone_mineral_density)_(left)
INI23291	linear	INI	3693.0	Femur_total_BMD_(bone_mineral_density)_(left)
INI23292	linear	INI	1681.0	Femur_upper_neck_BMD_(bone_mineral_density)_(left)
INI23293	linear	INI	3671.0	Femur_total_BMD_(bone_mineral_density)_T-score_(left)
INI23295	linear	INI	3704.0	Femur_troch_BMD_(bone_mineral_density)_(left)
INI23296	linear	INI	1673.0	Femur_upper_neck_BMD_(bone_mineral_density)_T-score_(left)
INI23298	linear	INI	3682.0	Femur_troch_BMD_(bone_mineral_density)_T-score_(left)
INI23299	linear	INI	3704.0	Femur_neck_BMD_(bone_mineral_density)_(left)
INI23300	linear	INI	3682.0	Femur_neck_BMD_(bone_mineral_density)_T-score_(left)
INI23302	linear	INI	1681.0	Femur_lower_neck_BMD_(bone_mineral_density)_(left)
INI23304	linear	INI	3694.0	Trunk_bone_area
INI23305	linear	INI	3694.0	Head_bone_area
INI23307	linear	INI	3694.0	Pelvis_bone_area
INI23309	linear	INI	3694.0	Ribs_bone_area
INI23311	linear	INI	3694.0	Spine_bone_area
INI23313	linear	INI	3100.0	Arm_bone_area_(left)
INI23314	linear	INI	3100.0	Arm_bone_area_(right)
INI23315	linear	INI	3100.0	Leg_bone_area_(left)
INI23316	linear	INI	3100.0	Leg_bone_area_(right)
INI23317	linear	INI	3694.0	Arms_combined_bone_area
INI23318	linear	INI	3694.0	Legs_combined_bone_area
INI2335	linear	INI	337197.0	Chest_pain_or_discomfort
INI2405	linear	INI	156135.0	Number_of_children_fathered
INI25000	linear	INI	7059.0	Volumetric_scaling_from_T1_head_image_to_standard_space
INI25001	linear	INI	7059.0	Volume_of_peripheral_cortical_grey_matter_(normalised_for_head_size)
INI25002	linear	INI	7059.0	Volume_of_peripheral_cortical_grey_matter
INI25003	linear	INI	7059.0	Volume_of_ventricular_cerebrospinal_fluid_(normalised_for_head_size)
INI25004	linear	INI	7059.0	Volume_of_ventricular_cerebrospinal_fluid
INI25005	linear	INI	7059.0	Volume_of_grey_matter_(normalised_for_head_size)
INI25006	linear	INI	7059.0	Volume_of_grey_matter
INI25007	linear	INI	7059.0	Volume_of_white_matter_(normalised_for_head_size)
INI25008	linear	INI	7059.0	Volume_of_white_matter
INI25009	linear	INI	7059.0	Volume_of_brain,_grey+white,_normalised_for_head_size
INI25010	linear	INI	7059.0	Volume_of_brain,_grey+white
INI25011	linear	INI	7059.0	Volume_of_thalamus_(left)
INI25012	linear	INI	7059.0	Volume_of_thalamus_(right)
INI25013	linear	INI	7059.0	Volume_of_caudate_(left)
INI25014	linear	INI	7059.0	Volume_of_caudate_(right)
INI25015	linear	INI	7059.0	Volume_of_putamen_(left)
INI25016	linear	INI	7059.0	Volume_of_putamen_(right)
INI25017	linear	INI	7059.0	Volume_of_pallidum_(left)
INI25018	linear	INI	7059.0	Volume_of_pallidum_(right)
INI25019	linear	INI	7059.0	Volume_of_hippocampus_(left)
INI25020	linear	INI	7059.0	Volume_of_hippocampus_(right)
INI25021	linear	INI	7059.0	Volume_of_amygdala_(left)
INI25022	linear	INI	7059.0	Volume_of_amygdala_(right)
INI25023	linear	INI	7059.0	Volume_of_accumbens_(left)
INI25024	linear	INI	7059.0	Volume_of_accumbens_(right)
INI25025	linear	INI	7059.0	Volume_of_brain_stem_+_4th_ventricle
INI25026	linear	INI	6549.0	Median_T2star_in_thalamus_(left)
INI25027	linear	INI	6549.0	Median_T2star_in_thalamus_(right)
INI25028	linear	INI	6549.0	Median_T2star_in_caudate_(left)
INI25029	linear	INI	6549.0	Median_T2star_in_caudate_(right)
INI25030	linear	INI	6549.0	Median_T2star_in_putamen_(left)
INI25031	linear	INI	6549.0	Median_T2star_in_putamen_(right)
INI25032	linear	INI	6549.0	Median_T2star_in_pallidum_(left)
INI25033	linear	INI	6549.0	Median_T2star_in_pallidum_(right)
INI25034	linear	INI	6549.0	Median_T2star_in_hippocampus_(left)
INI25035	linear	INI	6549.0	Median_T2star_in_hippocampus_(right)
INI25036	linear	INI	6549.0	Median_T2star_in_amygdala_(left)
INI25037	linear	INI	6549.0	Median_T2star_in_amygdala_(right)
INI25038	linear	INI	6549.0	Median_T2star_in_accumbens_(left)
INI25039	linear	INI	6549.0	Median_T2star_in_accumbens_(right)
INI25040	linear	INI	6364.0	Median_BOLD_effect_(in_group-defined_mask)_for_shapes_activation
INI25042	linear	INI	6364.0	Median_z-statistic_(in_group-defined_mask)_for_shapes_activation
INI25044	linear	INI	6364.0	Median_BOLD_effect_(in_group-defined_mask)_for_faces_activation
INI25046	linear	INI	6364.0	Median_z-statistic_(in_group-defined_mask)_for_faces_activation
INI25048	linear	INI	6364.0	Median_BOLD_effect_(in_group-defined_mask)_for_shapes-faces_contrast
INI25050	linear	INI	6364.0	Median_z-statistic_(in_group-defined_mask)_for_shapes-faces_contrast
INI25052	linear	INI	6364.0	Median_BOLD_effect_(in_group-defined_amygdala_activation_mask)_for_shapes-faces_contrast
INI25054	linear	INI	6364.0	Median_z-statistic_(in_group-defined_amygdala_activation_mask)_for_shapes-faces_contrast
INI25056	linear	INI	6302.0	Mean_FA_in_middle_cerebellar_peduncle_on_FA_skeleton
INI25057	linear	INI	6302.0	Mean_FA_in_pontine_crossing_tract_on_FA_skeleton
INI25058	linear	INI	6302.0	Mean_FA_in_genu_of_corpus_callosum_on_FA_skeleton
INI25059	linear	INI	6302.0	Mean_FA_in_body_of_corpus_callosum_on_FA_skeleton
INI25060	linear	INI	6302.0	Mean_FA_in_splenium_of_corpus_callosum_on_FA_skeleton
INI25061	linear	INI	6302.0	Mean_FA_in_fornix_on_FA_skeleton
INI25062	linear	INI	6302.0	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(right)
INI25063	linear	INI	6302.0	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(left)
INI25064	linear	INI	6302.0	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(right)
INI25065	linear	INI	6302.0	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(left)
INI25066	linear	INI	6302.0	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25067	linear	INI	6302.0	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25068	linear	INI	6302.0	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25069	linear	INI	6302.0	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25070	linear	INI	6302.0	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(right)
INI25071	linear	INI	6302.0	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(left)
INI25072	linear	INI	6302.0	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25073	linear	INI	6302.0	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25074	linear	INI	6302.0	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25075	linear	INI	6302.0	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25076	linear	INI	6302.0	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)
INI25077	linear	INI	6302.0	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)
INI25078	linear	INI	6302.0	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(right)
INI25079	linear	INI	6302.0	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(left)
INI25080	linear	INI	6302.0	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(right)
INI25081	linear	INI	6302.0	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(left)
INI25082	linear	INI	6302.0	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(right)
INI25083	linear	INI	6302.0	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(left)
INI25084	linear	INI	6302.0	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(right)
INI25085	linear	INI	6302.0	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(left)
INI25086	linear	INI	6302.0	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(right)
INI25087	linear	INI	6302.0	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(left)
INI25088	linear	INI	6302.0	Mean_FA_in_external_capsule_on_FA_skeleton_(right)
INI25089	linear	INI	6302.0	Mean_FA_in_external_capsule_on_FA_skeleton_(left)
INI25090	linear	INI	6302.0	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)
INI25091	linear	INI	6302.0	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)
INI25092	linear	INI	6302.0	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(right)
INI25093	linear	INI	6302.0	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(left)
INI25094	linear	INI	6302.0	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)
INI25095	linear	INI	6302.0	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)
INI25096	linear	INI	6302.0	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)
INI25097	linear	INI	6302.0	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)
INI25098	linear	INI	6302.0	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)
INI25099	linear	INI	6302.0	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)
INI25100	linear	INI	6302.0	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(right)
INI25101	linear	INI	6302.0	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(left)
INI25102	linear	INI	6302.0	Mean_FA_in_tapetum_on_FA_skeleton_(right)
INI25103	linear	INI	6302.0	Mean_FA_in_tapetum_on_FA_skeleton_(left)
INI25344	linear	INI	6302.0	Mean_ICVF_in_middle_cerebellar_peduncle_on_FA_skeleton
INI25345	linear	INI	6302.0	Mean_ICVF_in_pontine_crossing_tract_on_FA_skeleton
INI25346	linear	INI	6302.0	Mean_ICVF_in_genu_of_corpus_callosum_on_FA_skeleton
INI25347	linear	INI	6302.0	Mean_ICVF_in_body_of_corpus_callosum_on_FA_skeleton
INI25348	linear	INI	6302.0	Mean_ICVF_in_splenium_of_corpus_callosum_on_FA_skeleton
INI25349	linear	INI	6302.0	Mean_ICVF_in_fornix_on_FA_skeleton
INI25350	linear	INI	6302.0	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right)
INI25351	linear	INI	6302.0	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left)
INI25352	linear	INI	6302.0	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(right)
INI25353	linear	INI	6302.0	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(left)
INI25354	linear	INI	6302.0	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25355	linear	INI	6302.0	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25356	linear	INI	6302.0	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)
INI25357	linear	INI	6302.0	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)
INI25358	linear	INI	6302.0	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right)
INI25359	linear	INI	6302.0	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left)
INI25360	linear	INI	6302.0	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25361	linear	INI	6302.0	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25362	linear	INI	6302.0	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)
INI25363	linear	INI	6302.0	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)
INI25364	linear	INI	6302.0	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)
INI25365	linear	INI	6302.0	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)
INI25366	linear	INI	6302.0	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right)
INI25367	linear	INI	6302.0	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left)
INI25368	linear	INI	6302.0	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(right)
INI25369	linear	INI	6302.0	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(left)
INI25370	linear	INI	6302.0	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(right)
INI25371	linear	INI	6302.0	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(left)
INI25372	linear	INI	6302.0	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)
INI25373	linear	INI	6302.0	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)
INI25374	linear	INI	6302.0	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(right)
INI25375	linear	INI	6302.0	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(left)
INI25376	linear	INI	6302.0	Mean_ICVF_in_external_capsule_on_FA_skeleton_(right)
INI25377	linear	INI	6302.0	Mean_ICVF_in_external_capsule_on_FA_skeleton_(left)
INI25378	linear	INI	6302.0	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)
INI25379	linear	INI	6302.0	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)
INI25380	linear	INI	6302.0	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right)
INI25381	linear	INI	6302.0	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left)
INI25382	linear	INI	6302.0	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)
INI25383	linear	INI	6302.0	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)
INI25384	linear	INI	6302.0	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)
INI25385	linear	INI	6302.0	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)
INI25386	linear	INI	6302.0	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)
INI25387	linear	INI	6302.0	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)
