GBE_ID	BETA	SE	Z_STAT	P	AIC	LOCUS	BY_ADJ_P	u95_BETA	l95_BETA	OR	CI	GBE_NAME
HC284	0.0462268936637833	0.0392766697929958	1.17695552875073	0.239213256744474	8507.535496463399	DRB1	1.0	0.12320916645805506	-0.030755379130488467	1.0473120124604114	1.05 [0.97, 1.13]	fracture_nose
HC284	-0.00756378531591468	0.0416706661551439	-0.181513424521556	0.855964596926437	8509.064272046031	DQA1	1.0	0.07411072034816737	-0.08923829097999672	0.9924647481226478	0.99 [0.91, 1.08]	fracture_nose
HC293	0.00775801903992962	0.0399759873418561	0.19406697759799305	0.8461234380908441	8849.354442002908	B	1.0	0.08611095422996756	-0.07059491615010832	1.007788190442612	1.01 [0.93, 1.09]	fracture_patella_/_knee
HC293	0.0605750409374009	0.0386682564576745	1.5665314779244095	0.117224245270968	8849.69605295489	A	1.0	0.1363648235944429	-0.015214741719641121	1.0624473216219574	1.06 [0.98, 1.15]	fracture_patella_/_knee
HC291	0.0855736789559355	0.0448346945014478	1.9086486460429	0.0563074320294572	6802.9905057049	DPA1	1.0	0.17344968017877319	-0.0023023222669021903	1.089341819955295	1.09 [1.0, 1.19]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	0.0360570371158862	0.0443550079111659	0.8129191902772559	0.416264391158592	6805.01500168475	DPB1	1.0	0.12299285262177137	-0.05087877838999897	1.0367149760368475	1.04 [0.95, 1.13]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-1.5089272535453996e-06	0.0427589499423052	-3.52891559680815e-05	0.999971843327295	6805.13690759273	DQA1	1.0	0.08380603295966463	-0.08380905081417173	0.9999984910738848	1.0 [0.92, 1.09]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-0.0130056278863264	0.0438047545653105	-0.296899914527216	0.7665429214269192	6805.01589152066	DQB1	1.0	0.07285169106168218	-0.09886294683433497	0.987078579838613	0.99 [0.91, 1.08]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	0.00213151826776314	0.0431528057573963	0.049394662301832	0.960604781837646	6806.73516555321	DRB1	1.0	0.08671101755225989	-0.0824479810167336	1.0021337915677326	1.0 [0.92, 1.09]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-0.119190605539447	0.0443191385834064	-2.6893709884531303	0.007158681193475491	6795.11393887668	DRB3	1.0	-0.032325093915970465	-0.20605611716292355	0.887638595803374	0.89 [0.81, 0.97]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	0.120397848950112	0.0447947081532119	2.68776946907017	0.00719310376325448	6799.26971230178	DRB4	1.0	0.20819547693040732	0.032600220969816684	1.1279455142621018	1.13 [1.03, 1.23]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	0.0108719325145148	0.0441464026951199	0.246269952947188	0.805473267850299	6806.93046353401	DRB5	1.0	0.0973988817969498	-0.07565501676792019	1.0109312467313147	1.01 [0.93, 1.1]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-0.0311700236960116	0.0443646594899952	-0.702586789898406	0.482313297330896	6806.459978249711	C	1.0	0.05578470890437899	-0.11812475629640219	0.9693107532679321	0.97 [0.89, 1.06]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-0.0140591159679694	0.0438805698428216	-0.320395018075849	0.7486689016680601	6806.87609626114	B	1.0	0.07194680092396094	-0.10006503285989973	0.986039251875043	0.99 [0.9, 1.07]	polycystic_ovaries/polycystic_ovarian_syndrome
HC291	-0.0945580442104919	0.0475297957178244	-1.98944773025884	0.0466518057622363	6801.92260113584	A	1.0	-0.0013996446035560856	-0.1877164438174277	0.9097749259261244	0.91 [0.83, 1.0]	polycystic_ovaries/polycystic_ovarian_syndrome
HC290	-0.0176936051973828	0.0222282263458601	-0.795997166938969	0.426033682081623	24965.6026743935	DPA1	1.0	0.025873718440503	-0.0612609288352686	0.9824620075002035	0.98 [0.94, 1.03]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.00496918372441436	0.0229498138059252	0.216523923306576	0.8285793793191031	24965.831939618198	DPB1	1.0	0.04995081878402775	-0.04001245133519904	1.0049815505937878	1.0 [0.96, 1.05]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0465699257861835	0.0210491869683299	2.21243347100539	0.0269367283241477	24959.119439675498	DQB1	1.0	0.0878263322441101	0.0053135193282568965	1.0476713357490526	1.05 [1.01, 1.09]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0569789862000082	0.0207779394065276	2.74228281665446	0.00610137833197135	24958.5001081904	DRB1	1.0	0.0977037474368023	0.01625422496321411	1.058633564247779	1.06 [1.02, 1.1]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.00329261193606122	0.0224722915484336	0.146518744159437	0.8835118938965949	24966.2130030441	DRB3	1.0	0.047338303370991076	-0.04075307949886863	1.0032980385370045	1.0 [0.96, 1.05]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0337807668137643	0.0231959227409835	1.4563234750769	0.145303219025694	24960.3755098394	DRB4	1.0	0.07924477538609197	-0.011683241758563362	1.034357816309256	1.03 [0.99, 1.08]	fracture_upper_arm_/_humerus_/_elbow
HC290	-0.0008091987857090178	0.0225858398108396	-0.0358277041051472	0.971419742562134	24965.962053109502	DRB5	1.0	0.0434590472435366	-0.04507744481495463	0.9991911285273353	1.0 [0.96, 1.04]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0314559105838292	0.0213646419389323	1.4723350231537398	0.14093043006363198	24962.644629925097	C	1.0	0.0733306087841365	-0.01041878761647811	1.0319558762605354	1.03 [0.99, 1.08]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0392259138225008	0.02082122709589	1.88393861907609	0.0595732786408539	24960.6775588204	B	1.0	0.08003551893044519	-0.0015836912854435975	1.0400054087100528	1.04 [1.0, 1.08]	fracture_upper_arm_/_humerus_/_elbow
HC290	0.0127460686686061	0.0219747965902694	0.580031246990027	0.561893546271391	24965.899242198506	A	1.0	0.055816669985534126	-0.030324532648321925	1.012827646030285	1.01 [0.97, 1.06]	fracture_upper_arm_/_humerus_/_elbow
HC284	0.0061070873818324396	0.0416301292592708	0.146698736960381	0.8833698155787091	8509.54390672432	DPA1	1.0	0.08770214073000321	-0.07548796596633833	1.0061257736601883	1.01 [0.93, 1.09]	fracture_nose
HC284	0.020439222577799	0.0421421455691571	0.485006691086891	0.627671599187796	8509.0493756563	DPB1	1.0	0.10303782789334691	-0.06215938273774892	1.0206495339104276	1.02 [0.94, 1.11]	fracture_nose
HC284	0.0797373392086484	0.0385738623079514	2.0671339201678003	0.0387215366485128	8501.5281813632	DQB1	1.0	0.15534210933223314	0.004132569085063653	1.0830025680015924	1.08 [1.0, 1.17]	fracture_nose
HC25	0.012700474825227	0.00659392972615881	1.9260858627053503	0.0540936535624546	164158.576021698	B	1.0	0.025624577088498267	-0.00022362743804426807	1.0127814683779381	1.01 [1.0, 1.03]	cataract
HC25	0.0031844237425077107	0.00668066483147357	0.47666270091944	0.633602327086495	164161.55693437302	A	1.0	0.01627852681219591	-0.009909679327180487	1.0031894994060515	1.0 [0.99, 1.02]	cataract
HC259	-0.0160124422512815	0.0218487215432824	-0.7328777667636421	0.463632984605702	24245.5960961087	DPA1	1.0	0.026811051973552002	-0.058835936476115	0.9841150753720519	0.98 [0.94, 1.03]	aortic_stenosis
HC225	-0.0071435424704324796	0.00871539301336322	-0.8196466251698991	0.41241758570648296	120297.00721491	DRB4	1.0	0.009938627835759432	-0.024225712776624393	0.9928819119813639	0.99 [0.98, 1.01]	cholecystitis
HC225	0.0187468550414017	0.00862477637854006	2.17360476592148	0.0297348301943809	120293.09006073199	DRB5	1.0	0.035651416743340214	0.001842293339463185	1.018923680574197	1.02 [1.0, 1.04]	cholecystitis
HC225	-0.0016632107488436	0.008389538996660591	-0.198248169476968	0.842850901518078	120292.52727221801	C	1.0	0.014780285684611157	-0.018106707182298357	0.9983381716196577	1.0 [0.98, 1.01]	cholecystitis
HC225	-0.00311137249600191	0.00842027461758493	-0.369509622584531	0.7117479020973019	120294.94542848	B	1.0	0.01339236575446455	-0.01961511074646837	0.9968934628072926	1.0 [0.98, 1.01]	cholecystitis
HC225	-0.007230125913785941	0.00846497707035802	-0.854122327053173	0.393037214165534	120297.310856729	A	1.0	0.00936122914411578	-0.02382148097168766	0.992795948568139	0.99 [0.98, 1.01]	cholecystitis
HC223	0.0470899301839593	0.0259827728099268	1.81235199678028	0.0699318250232562	20055.9139710424	DPA1	1.0	0.09801616489141582	-0.0038363045234972235	1.048216271123182	1.05 [1.0, 1.1]	fracture_pelvis
HC223	0.0193152714153006	0.0258104650321342	0.7483503838947859	0.454248841471095	20058.5287415024	DPB1	1.0	0.06990378287828364	-0.03127324004768243	1.0195030181148623	1.02 [0.97, 1.07]	fracture_pelvis
HC223	-0.00892381465518584	0.0255864682889011	-0.34877086413121	0.7272613386008059	20056.4601548284	DQA1	1.0	0.041225663191060316	-0.05907329250143199	0.9911158844020399	0.99 [0.94, 1.04]	fracture_pelvis
HC223	0.0170749755849588	0.0248514791141492	0.6870808577038449	0.492031776260739	20058.7671517091	DQB1	1.0	0.06578387464869123	-0.031633923478773626	1.0172215862497007	1.02 [0.97, 1.07]	fracture_pelvis
HC223	0.0044990874046129895	0.0252140023158741	0.178436066922246	0.8583805264705842	20059.5024261776	DRB1	1.0	0.05391853194372622	-0.044920357134500245	1.0045092234936994	1.0 [0.96, 1.06]	fracture_pelvis
HC223	0.00653475075686891	0.0254227649189428	0.257043275100255	0.797145366388091	20055.305391119	DRB3	1.0	0.05636336999799679	-0.04329386848425898	1.0065561488255512	1.01 [0.96, 1.06]	fracture_pelvis
HC223	-0.0115891798361588	0.0261215870049224	-0.4436629303562179	0.657286300256141	20059.286006801998	DRB4	1.0	0.039609130693489106	-0.0627874903658067	0.9884777160363304	0.99 [0.94, 1.04]	fracture_pelvis
HC223	0.0334321040696447	0.0261656839274978	1.27770801490538	0.201352398151098	20056.9179182306	DRB5	1.0	0.08471684456754039	-0.01785263642825099	1.0339972371385344	1.03 [0.98, 1.09]	fracture_pelvis
HC223	0.0218209987647259	0.0244601108342779	0.89210547378822	0.3723364012301471	20054.965646074	C	1.0	0.06976281599991058	-0.026120818470458784	1.0220608179463722	1.02 [0.97, 1.07]	fracture_pelvis
HC223	0.00267727014999966	0.0251388015434484	0.106499514122518	0.915186040891519	20059.336637248	B	1.0	0.051949321175158526	-0.046594780875159204	1.0026808572382149	1.0 [0.95, 1.05]	fracture_pelvis
HC223	0.0278195744930009	0.0245738981697927	1.13207820349797	0.257601557631475	20058.1822841633	A	1.0	0.07598441490579459	-0.020345265919792795	1.0282101523465303	1.03 [0.98, 1.08]	fracture_pelvis
HC221	-0.00229728726361417	0.00695086618010048	-0.330503739259294	0.741019367703611	162387.223972395	DPA1	1.0	0.01132641044938277	-0.01592098497661111	0.997705349481265	1.0 [0.98, 1.01]	diabetes
HC221	0.0021680023975777	0.00716044406444189	0.30277485279772	0.7620614489826071	162388.57168971	DPB1	1.0	0.016202472763883806	-0.011866467968728405	1.0021703542140499	1.0 [0.99, 1.02]	diabetes
HC221	0.00835132536598046	0.00686294550579806	1.21687187504621	0.22365296795037806	162385.388027786	DQA1	1.0	0.02180269855734466	-0.005100047825383739	1.008386294963374	1.01 [0.99, 1.02]	diabetes
HC221	0.0126720977264963	0.00684412431867416	1.8515294486864495	0.0640934221922281	162383.579496544	DQB1	1.0	0.026086581391097652	-0.0007423859381050519	1.0127527289859897	1.01 [1.0, 1.03]	diabetes
HC221	0.00653811767447762	0.00697958338392385	0.936748988419127	0.348887690652053	162387.343370347	DRB3	1.0	0.020218101106968367	-0.007141865758013126	1.0065595378228782	1.01 [0.99, 1.02]	diabetes
HC221	0.00145314046741271	0.0068882623872321795	0.21095893067404106	0.8329193186890408	162388.064367184	C	1.0	0.01495413474638778	-0.012047853811562361	1.0014541967876203	1.0 [0.99, 1.02]	diabetes
HC221	0.00367112608660566	0.0068600633982981	0.5351446296424051	0.592549850929057	162384.637083785	B	1.0	0.017116850347269934	-0.009774598174058615	1.0036778729236142	1.0 [0.99, 1.02]	diabetes
HC221	0.0005118409182017718	0.0069123587554024	0.0740472154749982	0.94097281583553	162386.850656058	A	1.0	0.014060064078790475	-0.013036382242386933	1.0005119719311162	1.0 [0.99, 1.01]	diabetes
HC219	0.000780161131897721	0.007184740710374059	0.108585843713364	0.913530989435402	149988.113547648	DQA1	1.0	0.014862252924230877	-0.013301930660435434	1.00078046553675	1.0 [0.99, 1.01]	hypothyroidism/myxoedema
HC225	0.00138146757462673	0.008499632021131309	0.162532633317796	0.870886432242063	120297.637464299	DRB3	1.0	0.01804074633604409	-0.015277811186790632	1.0013824222405192	1.0 [0.98, 1.02]	cholecystitis
HC219	-0.000749164541279272	0.0071880013417554905	-0.10422431850803	0.916991335687736	149932.66501538802	DQB1	1.0	0.013339318088561489	-0.014837647171120032	0.999251116012411	1.0 [0.99, 1.01]	hypothyroidism/myxoedema
HC225	0.0129710737079425	0.00831669304325908	1.5596431947739	0.118844222939367	120295.489320163	DRB1	1.0	0.029271792072730295	-0.0033296446568452966	1.0130555629948923	1.01 [1.0, 1.03]	cholecystitis
HC225	0.014743664095963003	0.00831305804842212	1.7735548110074195	0.076136818009097	120291.354938337	DQA1	1.0	0.03103725787087036	-0.0015499296789443524	1.0148528880383247	1.01 [1.0, 1.03]	cholecystitis
HC232	0.0396101955535977	0.0398146789797903	0.9948641196806752	0.319802355724971	7604.32918951621	B	1.0	0.11764696635398669	-0.03842657524679128	1.040405140588772	1.04 [0.96, 1.12]	abnormal_smear_(cervix)
HC232	-0.0060502134368198	0.042553086894629	-0.142180365241222	0.886937540487911	7605.0904876399	A	1.0	0.07735383687665304	-0.08945426375029264	0.9939680522488317	0.99 [0.91, 1.08]	abnormal_smear_(cervix)
HC231	0.00686765148022215	0.0206554480956126	0.332486201627401	0.7395221571645759	28671.201198216	DPA1	1.0	0.047352329747622844	-0.033617026787178546	1.0068912878765122	1.01 [0.97, 1.05]	heart_valve_problem/heart_murmur
HC231	-0.0426443097041105	0.0216200831185019	-1.97243967427751	0.0485594365153407	28664.995426212598	DPB1	1.0	-0.0002689467918467747	-0.08501967261637422	0.9582521704553453	0.96 [0.92, 1.0]	heart_valve_problem/heart_murmur
HC231	0.010939112110404	0.0203004388799657	0.5388608677421121	0.5899828605475551	28671.0796759502	DQA1	1.0	0.050727972315136774	-0.028849748094328775	1.0109991629652089	1.01 [0.97, 1.05]	heart_valve_problem/heart_murmur
HC231	-0.00450440922112067	0.0206555593553006	-0.21807248807158305	0.827372632884555	28670.8766214621	DQB1	1.0	0.0359804871152685	-0.044989305557509844	0.9955057204150455	1.0 [0.96, 1.04]	heart_valve_problem/heart_murmur
HC231	0.008493138614589259	0.0202641996975766	0.41912035714911294	0.675128173730103	28671.2197368951	DRB1	1.0	0.0482109700218394	-0.03122469279266088	1.0085293076400217	1.01 [0.97, 1.05]	heart_valve_problem/heart_murmur
HC231	-0.0268205299236412	0.020648323240986	-1.2989204794316498	0.193971220679513	28667.5872235883	DRB3	1.0	0.01365018362869136	-0.06729124347597376	0.9735359464173592	0.97 [0.93, 1.01]	heart_valve_problem/heart_murmur
HC231	0.0526755126054754	0.0211512136022993	2.4904250694981	0.0127590396518372	28662.6362722679	DRB4	1.0	0.09413189126598202	0.011219133944968776	1.0540875514966375	1.05 [1.01, 1.1]	heart_valve_problem/heart_murmur
HC231	0.00303310420254999	0.0208097028676976	0.14575432536608698	0.884115333813564	28670.864848694902	DRB5	1.0	0.04382012182323729	-0.0377539134181373	1.003037708717249	1.0 [0.96, 1.04]	heart_valve_problem/heart_murmur
HC231	0.0197102189852805	0.0198799792085577	0.991460744425522	0.32146065160015697	28670.6123119265	C	1.0	0.0586749782340536	-0.019254540263492593	1.0199057478777895	1.02 [0.98, 1.06]	heart_valve_problem/heart_murmur
HC231	0.0219808662500309	0.0196343062428096	1.1195132630714	0.26292123586798	28666.5973451992	B	1.0	0.06046410648593772	-0.016502373985875916	1.0222242253005795	1.02 [0.98, 1.06]	heart_valve_problem/heart_murmur
HC231	-0.009579422775464629	0.0206713115823056	-0.463416302217829	0.6430659956415239	28671.3655165727	A	1.0	0.030936347925854348	-0.0500951934767836	0.9904663137352572	0.99 [0.95, 1.03]	heart_valve_problem/heart_murmur
HC22	-0.0168117714227532	0.00998140227853609	-1.68430957430751	0.0921218560302528	86718.7170589611	DPA1	1.0	0.002751777043177535	-0.036375319888683935	0.9833287577893794	0.98 [0.96, 1.0]	osteoporosis
HC22	-0.00574672269482955	0.0103556661350587	-0.554935107011056	0.5789390477603821	86721.0639286028	DPB1	1.0	0.014550382929885499	-0.0260438283195446	0.9942697581306784	0.99 [0.97, 1.01]	osteoporosis
HC22	0.0068312997620585	0.00991498627401323	0.688987314078594	0.490831250813556	86720.9290228281	DQA1	1.0	0.026264672859124427	-0.012602073335007428	1.0068546863134626	1.01 [0.99, 1.03]	osteoporosis
HC22	0.0134658327573192	0.009896326024991927	1.3606900907784298	0.17361164741881102	86719.1862639548	DQB1	1.0	0.03286263176630338	-0.005930966251664978	1.0135569054138278	1.01 [0.99, 1.03]	osteoporosis
HC22	0.00709714738503995	0.00991537482614164	0.7157719712550351	0.474132162083189	86720.49162109429	DRB1	1.0	0.026531282044277564	-0.012336987274197665	1.0071223918213668	1.01 [0.99, 1.03]	osteoporosis
HC22	0.008186944856377	0.0100674730208141	0.8132075287860991	0.41609908358835707	86720.8514483554	DRB3	1.0	0.027919191977172637	-0.011545302264418638	1.008220549533363	1.01 [0.99, 1.03]	osteoporosis
HC22	0.018768230456949	0.0103287604126467	1.8170845006695	0.0692041756288399	86718.098399656	DRB4	1.0	0.03901260086573653	-0.001476139951838533	1.0189454607240593	1.02 [1.0, 1.04]	osteoporosis
HC22	0.0135354505798085	0.00976332169014478	1.38635712407913	0.16563788184610198	86714.7255534587	C	1.0	0.032671561092492266	-0.0056006599328752675	1.013627469494782	1.01 [0.99, 1.03]	osteoporosis
HC22	0.0251540182497323	0.00958411408916827	2.62455329889705	0.00867627120505288	86714.6030298945	B	1.0	0.04393888186450211	0.006369154634962494	1.0254730499264089	1.03 [1.01, 1.04]	osteoporosis
HC22	0.0133127900769033	0.009827636874606327	1.35462779575243	0.17553617299039004	86718.22030069679	A	1.0	0.0325749583511317	-0.005949378197325101	1.01340179981746	1.01 [0.99, 1.03]	osteoporosis
HC225	-0.00887976154827681	0.00844431920264267	-1.05156630572396	0.29299857346744	120294.40783525199	DPA1	1.0	0.007671104088902824	-0.025430627185456443	0.9911595470977863	0.99 [0.97, 1.01]	cholecystitis
HC225	0.0225502387452532	0.00859386923751058	2.62399137362084	0.008690598621817829	120287.49164661801	DPB1	1.0	0.03939422245077394	0.005706255039732464	1.0228064173847673	1.02 [1.01, 1.04]	cholecystitis
HC225	0.008299132412432209	0.00839978092606741	0.98801772159047	0.323143969151677	120296.535371921	DQB1	1.0	0.024762703027524334	-0.008164438202659914	1.008333665677773	1.01 [0.99, 1.03]	cholecystitis
HC232	0.00228503894179096	0.0417302867868705	0.0547573265782084	0.956331797822216	7605.135147080759	C	1.0	0.08407640104405713	-0.07950632316047522	1.0022876516329284	1.0 [0.92, 1.09]	abnormal_smear_(cervix)
HC219	-0.00539155066166591	0.0072917573462109204	-0.739403466911522	0.459662037704348	149975.985933148	DRB1	1.0	0.008900293736907493	-0.019683395060239313	0.9946229576617717	0.99 [0.98, 1.01]	hypothyroidism/myxoedema
HC215	-0.00162106132898266	0.00383027377997645	-0.423223357415623	0.6721323067003709	404321.477266029	DPA1	1.0	0.005886275279771183	-0.009128397937736503	0.9983802518812396	1.0 [0.99, 1.01]	hypertension
HC200	-0.000460926094815401	0.0233453581694282	-0.0197438005221528	0.984247749816	24479.008313094702	DPB1	1.0	0.04529597591726387	-0.04621782810689467	0.9995391801152981	1.0 [0.95, 1.05]	fracture_tibia
HC200	0.0486548989797539	0.0216679411522359	2.24547863767542	0.0247374221205346	24472.803184147204	DQA1	1.0	0.09112406363813627	0.006185734321371532	1.0498579811561575	1.05 [1.01, 1.1]	fracture_tibia
HC200	0.0162140885835113	0.022386917291831003	0.7242662476547339	0.468902294220353	24476.0838469888	DQB1	1.0	0.060092446475500064	-0.027664269308477468	1.0163462502452618	1.02 [0.97, 1.06]	fracture_tibia
HC200	0.034121083212483	0.0216336673526038	1.5772214047830502	0.114744589471686	24475.7673497452	DRB1	1.0	0.07652307122358645	-0.008280904798620446	1.0347098851402892	1.03 [0.99, 1.08]	fracture_tibia
HC200	0.00234164011133594	0.0227921487085795	0.102738892294718	0.918170205364655	24477.1458719768	DRB3	1.0	0.04701425158015175	-0.042330971357479874	1.0023443838917723	1.0 [0.96, 1.05]	fracture_tibia
HC200	0.0060620599069891	0.0233238440441473	0.259908267930229	0.7949345335076651	24478.7142526354	DRB4	1.0	0.0517767942335178	-0.03965267441953961	1.006080471377157	1.01 [0.96, 1.05]	fracture_tibia
HC200	-0.0263237534321904	0.022571364047892	-1.16624557454023	0.243515171050459	24477.1730556417	DRB5	1.0	0.017916120101677917	-0.07056362696605872	0.974019696336967	0.97 [0.93, 1.02]	fracture_tibia
HC200	0.0114335989131733	0.0220892194429399	0.517609911147298	0.6047304652768929	24478.4782722629	C	1.0	0.054728469021335505	-0.0318612711949889	1.0114992123326232	1.01 [0.97, 1.06]	fracture_tibia
HC200	0.00318714748233551	0.0221189739204044	0.144091109009149	0.885428525439343	24467.826611829903	B	1.0	0.046540336366328136	-0.04016604140165711	1.003192231836967	1.0 [0.96, 1.05]	fracture_tibia
HC200	0.0357677798206731	0.0217058183027551	1.64784295720992	0.0993849013987017	24475.3396925945	A	1.0	0.0783111836940731	-0.0067756240527269	1.0364151420336492	1.04 [0.99, 1.08]	fracture_tibia
HC1	4.58315771524159e-05	0.0151644785480997	0.00302229826149605	0.997588558550144	47200.505995315994	DPA1	1.0	0.029768209531427826	-0.029676546377122994	1.0000458326274353	1.0 [0.97, 1.03]	bowel_/_intestinal_obstruction
HC1	0.00319511249254722	0.0155099876328291	0.206003548692993	0.8367881393036479	47198.0394044975	DPB1	1.0	0.03359468825289225	-0.027204463267797817	1.00320022230516	1.0 [0.97, 1.03]	bowel_/_intestinal_obstruction
HC1	-0.00342922754398355	0.0151107043066356	-0.226940285137978	0.820470176164296	47200.7020317304	DQA1	1.0	0.026187752897022226	-0.03304620798498933	0.9965766455414905	1.0 [0.97, 1.03]	bowel_/_intestinal_obstruction
HC1	0.0120398517194218	0.0149867454416366	0.8033666659855551	0.421762835886685	47199.5971144363	DQB1	1.0	0.04141387278502953	-0.017334169346185934	1.012112622490645	1.01 [0.98, 1.04]	bowel_/_intestinal_obstruction
HC1	0.0247652581651948	0.014644596832521	1.69108500892281	0.0908205679260776	47197.973321672696	DRB1	1.0	0.05346866795693596	-0.003938151626546357	1.0250744644189165	1.03 [1.0, 1.05]	bowel_/_intestinal_obstruction
HC1	0.031527850981187	0.0152264472618069	2.07059798251623	0.0383963808675276	47196.124292836386	DRB3	1.0	0.06137168761432853	0.001684014348045479	1.0320301182467964	1.03 [1.0, 1.06]	bowel_/_intestinal_obstruction
HC1	0.00217354186085477	0.0156184905538356	0.139164655724108	0.8893200373270992	47200.1288612688	DRB4	1.0	0.03278578334637254	-0.028438699624663003	1.0021759057153006	1.0 [0.97, 1.03]	bowel_/_intestinal_obstruction
HC1	0.0133786706777044	0.0154348986014944	0.8667806004510501	0.386062233343212	47196.6403169172	DRB5	1.0	0.043631071936633424	-0.01687373058122462	1.0134685655361437	1.01 [0.98, 1.04]	bowel_/_intestinal_obstruction
HC1	0.0142928895314891	0.0147700962142974	0.96769102408782	0.333198702220933	47199.8463362438	C	1.0	0.043242278111512	-0.0146564990485338	1.0143955212621134	1.01 [0.99, 1.04]	bowel_/_intestinal_obstruction
HC1	-0.0010809270879115	0.0150973024389665	-0.0715973659719237	0.9429223363473168	47200.7357736654	B	1.0	0.02850978569246284	-0.03067163986828584	0.998919656903337	1.0 [0.97, 1.03]	bowel_/_intestinal_obstruction
HC1	-0.0204779799579672	0.0153476940837733	-1.33427079313615	0.18211512589498	47198.490560868704	A	1.0	0.009603500446228468	-0.05055946036216287	0.9797302699387175	0.98 [0.95, 1.01]	bowel_/_intestinal_obstruction
HC196	0.0244127645166289	0.0337214002220412	0.723954650633756	0.469093576727007	12695.9979356951	DPA1	1.0	0.09050670895182965	-0.041681179918571856	1.024713195857079	1.02 [0.96, 1.09]	labyrinthitis
HC196	0.036604763681741	0.0340162115541121	1.07609760197755	0.2818836080330689	12694.2917594539	DPB1	1.0	0.10327653832780073	-0.03006701096431872	1.037282967908361	1.04 [0.97, 1.11]	labyrinthitis
HC196	-0.023055436460318	0.0337372999663772	-0.683381197763163	0.4943659978560421	12695.867717992	DQA1	1.0	0.04306967147378131	-0.08918054439441732	0.9772083093020094	0.98 [0.91, 1.04]	labyrinthitis
HC196	-0.0241887356534464	0.0340383026444159	-0.7106328393085909	0.477311787684425	12694.002471945601	DQB1	1.0	0.04252633752960877	-0.09090380883650157	0.9761014672236422	0.98 [0.91, 1.04]	labyrinthitis
HC200	-0.0249649201080799	0.0224217272585876	-1.1134253762059398	0.26552578138502	24477.750013457597	DPA1	1.0	0.018981665318751798	-0.0689115055349116	0.9753441263947499	0.98 [0.93, 1.02]	fracture_tibia
HC219	0.0100493213466201	0.00707913793831071	1.41956851726753	0.155733336357266	149987.00623696	B	1.0	0.02392443170570909	-0.00382578901246889	1.0100999853471042	1.01 [1.0, 1.02]	hypothyroidism/myxoedema
HC202	-0.0252173278620422	0.0294249893484251	-0.857003805963718	0.391442781229219	16304.777589483101	A	1.0	0.032455651260870994	-0.08289030698495539	0.9750979730412807	0.98 [0.92, 1.03]	trapped_nerve/compressed_nerve
HC202	-0.0178325933165065	0.029253809913061	-0.609581909826545	0.542138798083764	16305.550472362	C	1.0	0.03950487411309306	-0.07517006074610606	0.9823254664426827	0.98 [0.93, 1.04]	trapped_nerve/compressed_nerve
HC215	-0.00622886041955979	0.0039558135689022	-1.5746091950658798	0.115346679106901	404317.526732421	DPB1	1.0	0.0015245341754885232	-0.013982255014608102	0.9937904987155312	0.99 [0.99, 1.0]	hypertension
HC215	-0.00916895306022328	0.00381396808180561	-2.40404556712559	0.0162147520029841	404314.779427989	DQA1	1.0	-0.0016935756198842846	-0.016644330500562275	0.99087295361198	0.99 [0.98, 1.0]	hypertension
HC215	-0.00516842504805765	0.00383655540221769	-1.34715246000881	0.17793113539435	404320.554613115	DQB1	1.0	0.0023512235402890222	-0.012688073636404323	0.9948449082800219	0.99 [0.99, 1.0]	hypertension
HC215	-0.00472878905019267	0.00384522328373999	-1.22978269433376	0.218778490361441	404314.2264859461	DRB3	1.0	0.0028078485859377098	-0.01226542668632305	0.9952823740698029	1.0 [0.99, 1.0]	hypertension
HC215	-0.0069054213454830295	0.00393858136580646	-1.7532762952249097	0.0795545923992934	404314.893155882	DRB4	1.0	0.0008141981314976317	-0.01462504082246369	0.9931183662904526	0.99 [0.99, 1.0]	hypertension
HC215	-0.0040330236705976	0.0038077781378146	-1.05915405904197	0.289529623638871	404321.2675680121	A	1.0	0.0034302214795190154	-0.011496268820714216	0.9959750980473374	1.0 [0.99, 1.0]	hypertension
HC204	-0.00523146875551454	0.020320669345042	-0.257445690724304	0.796834735073828	29237.0028001329	DPA1	1.0	0.03459704316076778	-0.04505998067179687	0.9947821915456279	0.99 [0.96, 1.04]	bursitis
HC204	-0.00557484943030101	0.021084022691075	-0.264411090425399	0.7914631666162801	29237.769779821207	DPB1	1.0	0.03574983504420599	-0.046899533904808006	0.9944406612062444	0.99 [0.95, 1.04]	bursitis
